alpha	colour	fill	x	y
0.1	#F8766D	#F8766D	0.516979283527279	0.678644841181042
0.1	#F8766D	#F8766D	0.659091470230147	0.546075100290098
0.1	#F8766D	#F8766D	0.606532268801596	0.649162423359472
0.1	#F8766D	#F8766D	0.677291358466398	0.785882516799127
0.1	#F8766D	#F8766D	0.534546034325979	0.549831173505463
0.1	#F8766D	#F8766D	0.639766389220871	0.642167504871222
0.1	#F8766D	#F8766D	0.554327738483593	0.573759076922736
0.1	#F8766D	#F8766D	0.684732189705439	0.636836994571807
0.1	#F8766D	#F8766D	0.775769766177931	0.636773578297185
0.1	#F8766D	#F8766D	0.568289188655279	0.589363136346552
0.1	#F8766D	#F8766D	0.569427389381271	0.735393507283511
0.1	#F8766D	#F8766D	0.582218352693242	0.593427430532256
0.1	#F8766D	#F8766D	0.533591023123681	0.86143815941445
0.1	#F8766D	#F8766D	0.528737721507358	0.607806819410538
0.1	#F8766D	#F8766D	0.666879180113056	0.59274444708626
0.1	#F8766D	#F8766D	0.530704112332224	0.632180322213422
0.1	#F8766D	#F8766D	0.589535499491408	0.642973946936112
0.1	#F8766D	#F8766D	0.553031943956402	0.681862460542088
0.1	#F8766D	#F8766D	0.707715736191503	0.551219539617759
0.1	#F8766D	#F8766D	0.605944432895823	0.635831571308614
0.1	#F8766D	#F8766D	0.556855094003776	0.572753559062942
0.1	#F8766D	#F8766D	0.528362190786321	0.696770453936246
0.1	#F8766D	#F8766D	0.63392690478121	0.562701231739385
0.1	#F8766D	#F8766D	0.566837218388277	0.561764340303585
0.1	#F8766D	#F8766D	0.6138674464046	0.625638623458942
0.1	#F8766D	#F8766D	0.673987355241968	0.569863375523878
0.1	#F8766D	#F8766D	0.75470383842114	0.713693607819818
0.1	#F8766D	#F8766D	0.550802364200393	0.739886945998887
0.1	#F8766D	#F8766D	0.565117807189464	0.556186375598381
0.1	#F8766D	#F8766D	0.629323859546891	0.647133383294918
0.1	#F8766D	#F8766D	0.775493247599857	0.600095898703446
0.1	#F8766D	#F8766D	0.838634915677522	0.575945986436398
0.1	#F8766D	#F8766D	0.517560192945973	0.682015277120384
0.1	#F8766D	#F8766D	0.546474361161904	0.60280743400547
0.1	#F8766D	#F8766D	0.617217552808688	0.57703924249179
0.1	#F8766D	#F8766D	0.598467272531146	0.829660015847834
0.1	#F8766D	#F8766D	0.71080760730129	0.655730113258239
0.1	#F8766D	#F8766D	0.558669426550894	0.691451642517182
0.1	#F8766D	#F8766D	0.639439644960123	0.742620504755073
0.1	#F8766D	#F8766D	0.514115909668953	0.666546002163744
0.1	#F8766D	#F8766D	0.596715901264492	0.601179576918992
0.1	#F8766D	#F8766D	0.570345230232541	0.710571625533513
0.1	#F8766D	#F8766D	0.739514456181542	0.559991090758805
0.1	#F8766D	#F8766D	0.643206522852328	0.593607745078511
0.1	#F8766D	#F8766D	0.629569083065109	0.921735905163844
0.1	#F8766D	#F8766D	0.571520095715115	0.754303271416647
0.1	#F8766D	#F8766D	0.530243038214104	0.547734231561775
0.1	#F8766D	#F8766D	0.668911695633027	0.63523587522298
0.1	#F8766D	#F8766D	0.531905818628474	0.54335061353391
0.1	#F8766D	#F8766D	0.647186993772653	0.834566833955889
0.1	#F8766D	#F8766D	0.517316747268367	0.580392155031593
0.1	#F8766D	#F8766D	0.612458012279408	0.594931616660843
0.1	#F8766D	#F8766D	0.601431387163991	0.613328108931685
0.1	#F8766D	#F8766D	0.67017134967156	0.687299090065653
0.1	#F8766D	#F8766D	0.646395879108054	0.614535104717751
0.1	#F8766D	#F8766D	0.564207683187388	0.737073846521033
0.1	#F8766D	#F8766D	0.645997217247625	0.810698570594352
0.1	#F8766D	#F8766D	0.572312731342381	0.565814606553059
0.1	#F8766D	#F8766D	0.762166307620004	0.542407711423035
0.1	#F8766D	#F8766D	0.596302126182469	0.593418167521101
0.1	#F8766D	#F8766D	0.569265902404548	0.680757529537624
0.1	#F8766D	#F8766D	0.573893309465897	0.580394573033502
0.1	#F8766D	#F8766D	0.729756229002838	0.725078926277711
0.1	#F8766D	#F8766D	0.587646115108961	0.749046025351757
0.1	#F8766D	#F8766D	0.512268283293955	0.668560296394826
0.1	#F8766D	#F8766D	0.700813108189339	0.646326651777967
0.1	#F8766D	#F8766D	0.560236436451937	0.615749275568357
0.1	#F8766D	#F8766D	0.523294992300963	0.637727291180487
0.1	#F8766D	#F8766D	0.653216262382142	0.560170801770013
0.1	#F8766D	#F8766D	0.530281171240951	0.594013090494088
0.1	#F8766D	#F8766D	0.685975784202105	0.545104289522904
0.1	#F8766D	#F8766D	0.668489542476945	0.55591957750315
0.1	#F8766D	#F8766D	0.524572858467657	0.832356173664387
0.1	#F8766D	#F8766D	0.729599382207016	0.845794376388183
0.1	#F8766D	#F8766D	0.540996812888813	0.693166095416799
0.1	#F8766D	#F8766D	0.588899084515624	0.792722372722807
0.1	#F8766D	#F8766D	0.675387033062199	0.66293240543258
0.1	#F8766D	#F8766D	0.561628008097542	0.87278769262629
0.1	#F8766D	#F8766D	0.599085207410905	0.628363810298768
0.1	#F8766D	#F8766D	0.513898980871781	0.547775527577338
